                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 1.2342,                 1.0238,                  1.499,                0.76176,                0.73315,                0.80812,                0.43875,                 1.6073,                 1.1354,                 2.0284,               0.004852,               0.004852,               0.004852
                     54,                  1.245,                 1.0165,                 1.4944,                 0.7292,                0.76758,                0.80712,                0.44335,                 1.5902,                 1.1693,                 2.0307,               0.004753,               0.004753,               0.004753
                     55,                 1.2476,                 1.0286,                 1.4996,                0.69052,                0.73529,                0.73996,                0.39923,                 1.6075,                 1.3178,                 1.9983,               0.004654,               0.004654,               0.004654
                     56,                  1.245,                 1.0152,                 1.5023,                0.74469,                0.73129,                0.81036,                0.43818,                 1.6144,                 1.1201,                 1.9761,               0.004555,               0.004555,               0.004555
                     57,                 1.2497,                  1.036,                  1.522,                0.80136,                0.72263,                0.80849,                0.44293,                 1.5954,                 1.2002,                 1.9816,               0.004456,               0.004456,               0.004456
                     58,                 1.2433,                 1.0429,                 1.4935,                0.71002,                0.81324,                 0.8355,                0.45353,                 1.6238,                 1.0958,                 1.9753,               0.004357,               0.004357,               0.004357
                     59,                 1.2206,                0.96392,                 1.4827,                0.79094,                0.74526,                0.83732,                0.45644,                 1.6017,                 1.1499,                  2.023,               0.004258,               0.004258,               0.004258
                     60,                 1.1938,                0.95392,                 1.4839,                0.88438,                0.67639,                0.81232,                0.44283,                 1.6106,                 1.2456,                 1.9959,               0.004159,               0.004159,               0.004159
                     61,                 1.2119,                0.95931,                 1.4808,                0.71808,                0.73959,                0.75947,                0.40782,                 1.6085,                 1.2711,                  2.029,                0.00406,                0.00406,                0.00406
                     62,                  1.213,                0.97865,                 1.4736,                 0.7944,                0.73205,                0.81323,                0.44476,                 1.6005,                 1.0502,                 2.0205,               0.003961,               0.003961,               0.003961
                     63,                 1.1966,                0.93669,                  1.474,                0.80457,                0.71815,                0.82257,                0.46024,                 1.6051,                 1.1128,                 2.0146,               0.003862,               0.003862,               0.003862
                     64,                  1.203,                0.92709,                 1.4666,                0.77343,                0.72163,                0.78621,                0.43864,                 1.5845,                 1.2717,                 2.0036,               0.003763,               0.003763,               0.003763
                     65,                 1.1765,                0.94564,                 1.4604,                 0.7333,                0.72712,                0.78942,                0.43742,                 1.5843,                 1.2137,                 2.0303,               0.003664,               0.003664,               0.003664
                     66,                  1.199,                0.93583,                   1.46,                0.86533,                0.69338,                0.83582,                0.46748,                 1.5983,                 1.0581,                 2.0036,               0.003565,               0.003565,               0.003565
                     67,                 1.1824,                0.93185,                 1.4539,                0.76684,                0.72142,                0.80843,                0.44063,                 1.6064,                 1.0925,                 2.0577,               0.003466,               0.003466,               0.003466
                     68,                 1.1831,                0.91603,                 1.4452,                0.76595,                0.76464,                0.82458,                0.45386,                 1.5695,                 1.0557,                 1.9953,               0.003367,               0.003367,               0.003367
                     69,                 1.1795,                0.89909,                 1.4457,                0.71126,                0.74162,                0.76077,                0.40687,                 1.6612,                 1.3323,                 2.0967,               0.003268,               0.003268,               0.003268
                     70,                 1.1749,                0.88336,                 1.4387,                0.75911,                0.72604,                0.81301,                 0.4428,                 1.6329,                 1.1003,                 2.0612,               0.003169,               0.003169,               0.003169
                     71,                 1.1677,                0.90365,                 1.4517,                0.77954,                0.73459,                0.81098,                0.44606,                 1.6386,                 1.1054,                 2.0612,                0.00307,                0.00307,                0.00307
                     72,                 1.1929,                0.89426,                 1.4584,                0.73568,                0.80069,                0.84247,                0.46092,                 1.5948,                 1.0272,                 2.0738,               0.002971,               0.002971,               0.002971
                     73,                 1.1922,                0.89548,                 1.4561,                0.74759,                0.75922,                0.81811,                0.45467,                 1.5756,                 1.0684,                 2.0127,               0.002872,               0.002872,               0.002872
                     74,                 1.1561,                0.86732,                 1.4355,                0.69488,                0.84452,                0.84036,                0.45495,                 1.6153,                 1.0631,                 2.0427,               0.002773,               0.002773,               0.002773
                     75,                 1.1746,                0.89187,                 1.4383,                0.86293,                0.69446,                 0.8427,                0.45399,                 1.6358,                 1.1271,                 1.9858,               0.002674,               0.002674,               0.002674
                     76,                 1.1709,                0.86694,                 1.4576,                0.77681,                 0.7458,                0.81753,                0.44676,                 1.6361,                    1.1,                 2.0749,               0.002575,               0.002575,               0.002575
