                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.3344,                0.76791,                 1.1735,                0.87706,                0.68039,                0.84279,                0.45947,                 1.8227,                 0.9997,                 1.5661,               0.005446,               0.005446,               0.005446
                     48,                 1.3471,                  0.789,                 1.1753,                0.80474,                0.76205,                0.83925,                0.45289,                 1.8444,                0.94241,                 1.5892,               0.005347,               0.005347,               0.005347
                     49,                 1.3188,                0.78255,                 1.1588,                0.85316,                0.77227,                0.87998,                0.49175,                 1.7644,                0.94802,                 1.5142,               0.005248,               0.005248,               0.005248
                     50,                 1.3555,                0.79759,                 1.1795,                0.79595,                0.74657,                0.84799,                0.45855,                  1.805,                0.97983,                 1.5589,               0.005149,               0.005149,               0.005149
                     51,                 1.3329,                0.79257,                 1.1633,                0.83096,                0.76288,                0.86837,                 0.4747,                 1.8168,                0.87366,                  1.538,                0.00505,                0.00505,                0.00505
                     52,                   1.31,                0.75027,                  1.183,                0.79892,                0.70534,                0.80881,                 0.4468,                 1.8555,                 1.1178,                 1.5815,               0.004951,               0.004951,               0.004951
                     53,                 1.3001,                0.75555,                 1.1579,                0.79137,                0.72263,                0.82687,                0.44562,                 1.8397,                0.98066,                 1.5654,               0.004852,               0.004852,               0.004852
                     54,                 1.3162,                0.76636,                 1.1657,                0.84534,                0.72632,                0.84931,                0.46771,                 1.8356,                0.93634,                 1.5536,               0.004753,               0.004753,               0.004753
                     55,                 1.3203,                0.75552,                 1.1741,                0.73179,                0.77116,                0.81568,                0.45091,                 1.8607,                 1.0784,                 1.5964,               0.004654,               0.004654,               0.004654
                     56,                  1.284,                0.75949,                  1.159,                0.77911,                0.77884,                0.84895,                0.47044,                 1.7983,                0.92199,                 1.5476,               0.004555,               0.004555,               0.004555
                     57,                 1.2947,                0.76882,                 1.1619,                0.70687,                0.70067,                0.75643,                0.40406,                 1.8895,                 1.0565,                 1.6012,               0.004456,               0.004456,               0.004456
                     58,                 1.3067,                0.76638,                 1.1539,                0.80107,                0.68571,                0.77444,                0.41531,                 1.8578,                 1.0788,                 1.5614,               0.004357,               0.004357,               0.004357
                     59,                 1.2826,                0.74543,                 1.1599,                0.82122,                0.72134,                0.84838,                0.46077,                 1.8286,                0.98631,                 1.5612,               0.004258,               0.004258,               0.004258
                     60,                 1.3131,                0.73413,                 1.1576,                0.78057,                0.66463,                0.77283,                0.41055,                 1.8224,                 1.0709,                 1.5356,               0.004159,               0.004159,               0.004159
                     61,                 1.3195,                0.73984,                 1.1517,                0.86981,                 0.7334,                0.84955,                0.48285,                 1.7805,                0.92141,                 1.5094,                0.00406,                0.00406,                0.00406
                     62,                  1.272,                0.73923,                 1.1542,                0.83616,                0.76218,                 0.8703,                0.49117,                 1.7835,                0.85827,                 1.5197,               0.003961,               0.003961,               0.003961
                     63,                 1.3145,                0.74594,                 1.1445,                0.79543,                0.74082,                0.82677,                0.45328,                 1.8411,                  1.061,                 1.5561,               0.003862,               0.003862,               0.003862
                     64,                 1.3025,                 0.7287,                 1.1577,                0.79056,                 0.7182,                0.80768,                0.44593,                 1.8164,                0.98385,                 1.5414,               0.003763,               0.003763,               0.003763
                     65,                 1.2526,                0.72772,                 1.1304,                0.79286,                0.74108,                0.83789,                0.46455,                 1.8088,                 1.0284,                 1.5581,               0.003664,               0.003664,               0.003664
                     66,                 1.2912,                0.74389,                 1.1512,                0.79587,                0.73706,                0.83383,                0.44574,                 1.8149,                 1.0088,                 1.5719,               0.003565,               0.003565,               0.003565
                     67,                 1.2733,                0.72933,                 1.1318,                0.87155,                0.73406,                0.86776,                0.49141,                 1.7807,                0.85897,                 1.5088,               0.003466,               0.003466,               0.003466
                     68,                 1.2625,                0.71743,                 1.1256,                0.89338,                 0.7347,                0.88256,                0.49093,                 1.8008,                0.88479,                 1.5538,               0.003367,               0.003367,               0.003367
                     69,                 1.2913,                0.74187,                 1.1464,                0.84662,                   0.75,                0.87083,                0.48198,                 1.7691,                0.93808,                 1.5417,               0.003268,               0.003268,               0.003268
                     70,                 1.2512,                0.70144,                 1.1326,                0.84161,                0.71007,                 0.8401,                0.47207,                 1.7983,                0.92961,                 1.5368,               0.003169,               0.003169,               0.003169
                     71,                 1.2828,                0.70253,                 1.1469,                0.77655,                0.73025,                0.83446,                0.46743,                 1.8158,                0.98792,                 1.5564,                0.00307,                0.00307,                0.00307
                     72,                 1.2668,                0.69588,                  1.131,                0.85327,                0.79947,                0.89849,                0.50556,                  1.794,                0.82104,                 1.5325,               0.002971,               0.002971,               0.002971
                     73,                 1.2206,                0.67583,                 1.1202,                0.87214,                0.68577,                 0.8349,                 0.4655,                 1.8044,                0.96366,                  1.546,               0.002872,               0.002872,               0.002872
                     74,                 1.2514,                0.70921,                  1.129,                 0.8139,                 0.7189,                0.83753,                0.46645,                 1.7813,                0.93541,                 1.5341,               0.002773,               0.002773,               0.002773
                     75,                 1.2487,                0.71078,                 1.1518,                0.79738,                0.77914,                 0.8537,                0.48139,                 1.7703,                0.90222,                 1.5181,               0.002674,               0.002674,               0.002674
