                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.2342,                0.72206,                 1.1316,                0.82964,                0.76167,                0.86035,                0.48208,                 1.7845,                0.93387,                 1.5329,               0.004159,               0.004159,               0.004159
                     61,                 1.2491,                0.72768,                   1.14,                0.81567,                0.72891,                 0.8411,                 0.4707,                  1.797,                0.90864,                 1.5157,                0.00406,                0.00406,                0.00406
                     62,                 1.2744,                0.71867,                 1.1584,                0.81501,                0.77017,                0.86546,                0.48953,                 1.8056,                0.90861,                 1.5284,               0.003961,               0.003961,               0.003961
                     63,                   1.27,                0.72898,                 1.1416,                 0.8018,                 0.7933,                0.86903,                0.49707,                  1.753,                0.87797,                  1.518,               0.003862,               0.003862,               0.003862
                     64,                 1.2635,                0.73198,                 1.1396,                0.84244,                0.70978,                0.83337,                0.46938,                 1.8396,                 0.9551,                 1.5474,               0.003763,               0.003763,               0.003763
                     65,                  1.253,                 0.7191,                 1.1434,                0.84857,                0.68351,                0.84705,                0.47812,                  1.825,                0.92281,                 1.5565,               0.003664,               0.003664,               0.003664
                     66,                 1.2375,                0.73594,                 1.1322,                0.88383,                0.66829,                 0.8296,                0.46855,                 1.7995,                 1.0509,                 1.4991,               0.003565,               0.003565,               0.003565
                     67,                  1.216,                0.70726,                 1.1224,                0.82614,                0.70309,                0.83873,                0.47164,                 1.8429,                0.93179,                 1.5699,               0.003466,               0.003466,               0.003466
                     68,                 1.2155,                0.69672,                 1.1183,                0.83171,                0.69219,                 0.8191,                0.45444,                 1.8534,                 1.0362,                 1.5518,               0.003367,               0.003367,               0.003367
                     69,                 1.2318,                0.70621,                 1.1179,                0.73658,                0.77401,                0.80768,                0.43609,                 1.8851,                 1.0528,                 1.5757,               0.003268,               0.003268,               0.003268
                     70,                 1.2366,                0.69617,                 1.1331,                0.86593,                0.74745,                0.87115,                0.49567,                 1.7628,                0.86247,                 1.5067,               0.003169,               0.003169,               0.003169
                     71,                  1.198,                0.68305,                 1.1145,                 0.7627,                0.80877,                0.87065,                0.50075,                 1.7703,                0.86988,                 1.5284,                0.00307,                0.00307,                0.00307
                     72,                 1.1947,                0.68188,                 1.1279,                0.83427,                0.69114,                0.81675,                0.45312,                 1.8474,                0.99559,                 1.5712,               0.002971,               0.002971,               0.002971
