                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                  1.348,                0.77477,                 1.1845,                0.74174,                0.77122,                0.83371,                 0.4685,                 1.7754,                 1.1486,                 1.5503,               0.004654,               0.004654,               0.004654
                     56,                 1.3156,                 0.7692,                 1.1568,                0.78229,                0.72149,                0.80542,                0.43981,                 1.8322,                 1.0971,                 1.5783,               0.004555,               0.004555,               0.004555
                     57,                 1.3011,                0.75419,                 1.1537,                0.84527,                 0.7514,                0.87124,                0.48525,                 1.7906,                0.91785,                 1.5317,               0.004456,               0.004456,               0.004456
                     58,                 1.3068,                0.75329,                 1.1633,                0.85561,                0.72684,                0.85343,                0.47586,                 1.8298,                0.90652,                 1.5792,               0.004357,               0.004357,               0.004357
                     59,                 1.2934,                0.73435,                 1.1497,                0.80435,                0.75157,                0.83687,                0.46327,                 1.8291,                0.97308,                 1.5434,               0.004258,               0.004258,               0.004258
                     60,                 1.3071,                0.76301,                 1.1682,                0.70586,                0.68306,                0.74544,                0.39729,                 1.8973,                  1.135,                 1.5943,               0.004159,               0.004159,               0.004159
                     61,                 1.2762,                0.75525,                 1.1417,                0.71904,                0.76713,                0.78593,                0.41117,                 1.9046,                 1.2058,                 1.6401,                0.00406,                0.00406,                0.00406
                     62,                 1.2733,                0.73322,                  1.145,                0.77347,                0.74331,                0.80674,                0.44003,                 1.8383,                 1.0729,                 1.5703,               0.003961,               0.003961,               0.003961
                     63,                 1.3076,                0.75195,                  1.162,                 0.7687,                0.75335,                0.80869,                 0.4201,                 1.9065,                 1.0734,                 1.6329,               0.003862,               0.003862,               0.003862
                     64,                 1.3054,                0.74338,                 1.1536,                 0.8439,                0.84557,                0.89595,                0.49642,                 1.7862,                0.81612,                 1.5398,               0.003763,               0.003763,               0.003763
                     65,                 1.2758,                0.72509,                 1.1351,                0.77854,                0.82097,                0.86792,                0.48126,                 1.7813,                0.89322,                 1.5106,               0.003664,               0.003664,               0.003664
                     66,                 1.2638,                0.72552,                 1.1423,                0.84293,                0.73394,                0.85623,                0.47884,                 1.7773,                0.90482,                 1.5306,               0.003565,               0.003565,               0.003565
                     67,                 1.2426,                0.71658,                 1.1325,                0.81371,                 0.7514,                0.84976,                  0.478,                  1.793,                0.91119,                 1.5332,               0.003466,               0.003466,               0.003466
                     68,                 1.2924,                0.71741,                 1.1577,                0.80311,                0.72029,                0.83119,                0.46461,                   1.77,                0.90421,                 1.5255,               0.003367,               0.003367,               0.003367
                     69,                 1.2729,                0.72291,                 1.1509,                0.88131,                 0.7615,                0.88137,                0.49066,                 1.7913,                0.84285,                  1.545,               0.003268,               0.003268,               0.003268
                     70,                 1.2651,                0.72126,                 1.1364,                0.83622,                0.71221,                0.82417,                0.44561,                 1.8545,                 1.0927,                 1.5606,               0.003169,               0.003169,               0.003169
                     71,                 1.2974,                0.72952,                 1.1425,                0.74266,                0.78085,                0.82574,                0.45313,                 1.7975,                0.99949,                 1.5477,                0.00307,                0.00307,                0.00307
                     72,                 1.2648,                0.72069,                 1.1353,                0.82417,                0.71977,                0.82969,                0.44074,                 1.8376,                 1.0013,                 1.5649,               0.002971,               0.002971,               0.002971
                     73,                  1.251,                0.71901,                 1.1426,                0.84691,                0.73445,                0.86128,                0.48566,                 1.7738,                 0.8529,                 1.5501,               0.002872,               0.002872,               0.002872
                     74,                 1.2221,                 0.6852,                 1.1228,                0.77888,                0.81587,                 0.8623,                0.48058,                 1.7753,                0.87144,                 1.5324,               0.002773,               0.002773,               0.002773
                     75,                 1.2599,                0.70406,                 1.1353,                0.85052,                0.76624,                0.87305,                0.48176,                  1.776,                0.88559,                 1.5413,               0.002674,               0.002674,               0.002674
                     76,                 1.2273,                0.68211,                 1.1292,                0.84191,                0.80786,                0.89513,                0.50494,                 1.7916,                0.80001,                 1.5336,               0.002575,               0.002575,               0.002575
                     77,                 1.2382,                 0.7001,                 1.1216,                0.77868,                0.82429,                0.88068,                 0.4952,                 1.7763,                0.83602,                 1.5553,               0.002476,               0.002476,               0.002476
                     78,                 1.2587,                0.70986,                 1.1337,                0.85917,                0.74182,                0.85434,                0.46632,                 1.7883,                0.91437,                 1.5555,               0.002377,               0.002377,               0.002377
                     79,                 1.2336,                0.68079,                 1.1295,                0.82795,                0.74682,                0.86517,                0.48047,                 1.7713,                0.89498,                 1.5315,               0.002278,               0.002278,               0.002278
                     80,                  1.207,                  0.682,                  1.117,                0.80876,                0.79619,                0.88117,                0.49772,                 1.7443,                0.81867,                 1.5081,               0.002179,               0.002179,               0.002179
                     81,                 1.1856,                  0.669,                 1.1078,                0.85677,                0.75612,                 0.8649,                0.48482,                 1.7853,                0.89379,                  1.559,                0.00208,                0.00208,                0.00208
                     82,                 1.1926,                0.65824,                 1.1071,                0.74506,                  0.688,                0.77941,                0.42646,                 1.8029,                0.99475,                  1.558,               0.001981,               0.001981,               0.001981
                     83,                 1.2065,                0.66798,                 1.1115,                0.83078,                0.76335,                0.86958,                 0.4925,                 1.7418,                0.84628,                  1.513,               0.001882,               0.001882,               0.001882
                     84,                 1.2228,                0.68217,                  1.126,                0.77488,                0.79489,                0.85223,                0.47596,                 1.7737,                0.86258,                 1.5352,               0.001783,               0.001783,               0.001783
                     85,                 1.2019,                0.64997,                 1.1016,                 0.8412,                0.73246,                0.85376,                 0.4803,                 1.7693,                0.85789,                 1.5432,               0.001684,               0.001684,               0.001684
